idx1,idx2,weight,type
352,5569,1,2
352,5573,1,2
352,5654,1,2
352,5743,1,2
352,5802,1,2
352,5814,1,2
352,5857,1,2
352,5912,1,2
352,6389,1,2
352,6069,1,2
352,6096,1,2
352,6141,1,2
352,6148,1,2
352,6299,1,2
352,6354,1,2
352,6358,1,2
352,6359,1,2
352,6381,1,2
352,7075,1,2
352,7076,1,2
352,7093,1,2
353,2855,1,2
352,7716,1,2
353,2237,1,2
353,2248,1,2
353,2262,1,2
353,2350,1,2
353,2426,1,2
353,2463,1,2
353,2564,1,2
353,2573,1,2
353,2980,1,2
352,7650,1,2
353,3451,1,2
353,3486,1,2
353,3546,1,2
353,3649,1,2
353,3764,1,2
353,3772,1,2
353,4158,1,2
353,5177,1,2
354,2220,1,2
352,7715,1,2
352,7649,1,2
352,7121,1,2
352,7199,1,2
352,7122,1,2
352,7123,1,2
352,7124,1,2
352,7155,1,2
352,7156,1,2
352,7161,1,2
352,7162,1,2
352,7163,1,2
352,7164,1,2
352,7200,1,2
352,7633,1,2
352,7201,1,2
352,7202,1,2
352,7220,1,2
352,7225,1,2
352,7434,1,2
352,7435,1,2
352,7521,1,2
352,7531,1,2
352,7582,1,2
334,3008,1,2
334,3006,1,2
334,3004,1,2
316,2378,1,2
316,2259,1,2
316,2261,1,2
316,2262,1,2
316,2264,1,2
316,2269,1,2
316,2293,1,2
316,2295,1,2
316,2309,1,2
316,2311,1,2
316,2312,1,2
316,2317,1,2
316,2319,1,2
316,2323,1,2
316,2324,1,2
316,2326,1,2
316,2327,1,2
316,2338,1,2
316,2342,1,2
316,2343,1,2
316,2348,1,2
316,2350,1,2
316,2252,1,2
316,2249,1,2
316,2248,1,2
315,7633,1,2
315,7580,1,2
315,7587,1,2
315,7594,1,2
315,7595,1,2
315,7596,1,2
315,7597,1,2
315,7598,1,2
315,7629,1,2
315,7630,1,2
315,7634,1,2
316,2243,1,2
315,7663,1,2
315,7734,1,2
315,7735,1,2
315,7736,1,2
315,7737,1,2
316,2227,1,2
316,2232,1,2
316,2238,1,2
316,2242,1,2
316,2364,1,2
316,2393,1,2
316,2902,1,2
316,2396,1,2
316,2648,1,2
316,2653,1,2
316,2673,1,2
316,2726,1,2
316,2730,1,2
316,2739,1,2
316,2740,1,2
316,2741,1,2
316,2747,1,2
316,2755,1,2
316,2767,1,2
316,2771,1,2
316,2793,1,2
316,2807,1,2
316,2809,1,2
316,2815,1,2
316,2821,1,2
316,2829,1,2
316,2830,1,2
316,2859,1,2
316,2866,1,2
316,2645,1,2
316,2619,1,2
316,2614,1,2
316,2463,1,2
316,2397,1,2
316,2400,1,2
316,2406,1,2
316,2426,1,2
316,2431,1,2
316,2443,1,2
316,2459,1,2
316,2460,1,2
316,2461,1,2
316,2469,1,2
316,2606,1,2
316,2473,1,2
316,2524,1,2
316,2528,1,2
316,2529,1,2
316,2558,1,2
316,2561,1,2
316,2564,1,2
316,2570,1,2
316,2596,1,2
315,7473,1,2
315,7430,1,2
315,7406,1,2
315,7262,1,2
315,4476,1,2
315,4513,1,2
315,4529,1,2
315,4557,1,2
315,4561,1,2
315,4578,1,2
315,4604,1,2
315,4605,1,2
315,4621,1,2
315,4633,1,2
315,4634,1,2
315,4645,1,2
315,4649,1,2
315,4652,1,2
315,4749,1,2
315,4786,1,2
315,4792,1,2
315,4814,1,2
315,4834,1,2
315,4839,1,2
315,4841,1,2
315,4473,1,2
315,4472,1,2
315,4462,1,2
315,4328,1,2
315,4227,1,2
315,4229,1,2
315,4238,1,2
315,4269,1,2
315,4279,1,2
315,4296,1,2
315,4301,1,2
315,4309,1,2
315,4316,1,2
315,4333,1,2
315,4455,1,2
315,4338,1,2
315,4346,1,2
315,4395,1,2
315,4399,1,2
315,4406,1,2
315,4421,1,2
315,4425,1,2
315,4440,1,2
315,4444,1,2
315,4849,1,2
315,4938,1,2
315,4948,1,2
315,6076,1,2
315,5545,1,2
315,5557,1,2
315,5569,1,2
315,5639,1,2
315,5680,1,2
315,5683,1,2
315,5798,1,2
315,5877,1,2
315,6016,1,2
315,6158,1,2
315,5443,1,2
315,6197,1,2
315,6355,1,2
315,6429,1,2
315,6466,1,2
315,6472,1,2
315,6490,1,2
315,6805,1,2
315,6936,1,2
315,7039,1,2
315,5541,1,2
315,5414,1,2
315,4956,1,2
315,5173,1,2
315,5034,1,2
315,5043,1,2
315,5049,1,2
315,5053,1,2
315,5083,1,2
315,5110,1,2
315,5147,1,2
315,5168,1,2
315,5171,1,2
315,5174,1,2
315,5387,1,2
315,5181,1,2
315,5208,1,2
315,5231,1,2
315,5246,1,2
315,5282,1,2
315,5342,1,2
315,5354,1,2
315,5355,1,2
315,5365,1,2
316,2898,1,2
316,2905,1,2
334,3003,1,2
318,2406,1,2
318,2325,1,2
318,2326,1,2
318,2332,1,2
318,2336,1,2
318,2337,1,2
318,2339,1,2
318,2342,1,2
318,2347,1,2
318,2348,1,2
318,2349,1,2
318,2354,1,2
318,2359,1,2
318,2364,1,2
318,2374,1,2
318,2378,1,2
318,2389,1,2
318,2391,1,2
318,2393,1,2
318,2396,1,2
318,2397,1,2
318,2400,1,2
318,2324,1,2
318,2322,1,2
318,2319,1,2
318,2281,1,2
318,2264,1,2
318,2266,1,2
318,2267,1,2
318,2269,1,2
318,2270,1,2
318,2271,1,2
318,2272,1,2
318,2276,1,2
318,2277,1,2
318,2284,1,2
318,2317,1,2
318,2286,1,2
318,2291,1,2
318,2292,1,2
318,2295,1,2
318,2297,1,2
318,2299,1,2
318,2303,1,2
318,2309,1,2
318,2311,1,2
318,2401,1,2
318,2409,1,2
316,2934,1,2
318,2411,1,2
318,2465,1,2
318,2466,1,2
318,2468,1,2
318,2469,1,2
318,2471,1,2
318,2473,1,2
318,2476,1,2
318,2479,1,2
318,2481,1,2
318,2484,1,2
318,2496,1,2
318,2498,1,2
318,2499,1,2
318,2506,1,2
318,2507,1,2
318,2512,1,2
318,2513,1,2
318,2520,1,2
318,2521,1,2
318,2539,1,2
318,2564,1,2
318,2464,1,2
318,2463,1,2
318,2461,1,2
318,2440,1,2
318,2413,1,2
318,2415,1,2
318,2416,1,2
318,2422,1,2
318,2425,1,2
318,2426,1,2
318,2427,1,2
318,2436,1,2
318,2439,1,2
318,2441,1,2
318,2460,1,2
318,2442,1,2
318,2443,1,2
318,2444,1,2
318,2445,1,2
318,2448,1,2
318,2449,1,2
318,2451,1,2
318,2453,1,2
318,2459,1,2
318,2263,1,2
318,2262,1,2
318,2261,1,2
318,2259,1,2
316,3866,1,2
316,3916,1,2
316,3939,1,2
316,3940,1,2
316,3977,1,2
316,3998,1,2
316,4000,1,2
316,4494,1,2
316,4559,1,2
316,4576,1,2
316,4586,1,2
316,4634,1,2
316,4655,1,2
316,4792,1,2
316,4847,1,2
316,5208,1,2
316,5232,1,2
316,5486,1,2
317,2232,1,2
317,2248,1,2
317,2262,1,2
316,3835,1,2
316,3828,1,2
316,3818,1,2
316,3281,1,2
316,2960,1,2
316,2991,1,2
316,2997,1,2
316,3011,1,2
316,3181,1,2
316,3196,1,2
316,3217,1,2
316,3233,1,2
316,3272,1,2
316,3298,1,2
316,3788,1,2
316,3383,1,2
316,3413,1,2
316,3538,1,2
316,3579,1,2
316,3594,1,2
316,3599,1,2
316,3738,1,2
316,3756,1,2
316,3763,1,2
317,2263,1,2
317,2267,1,2
317,2299,1,2
318,2229,1,2
317,3381,1,2
317,3428,1,2
317,3737,1,2
317,3907,1,2
318,2221,1,2
318,2223,1,2
318,2224,1,2
318,2225,1,2
318,2227,1,2
318,2231,1,2
317,3043,1,2
318,2232,1,2
318,2234,1,2
318,2235,1,2
318,2237,1,2
318,2244,1,2
318,2248,1,2
318,2251,1,2
318,2254,1,2
318,2256,1,2
317,3113,1,2
317,3030,1,2
317,2348,1,2
317,2480,1,2
317,2364,1,2
317,2389,1,2
317,2397,1,2
317,2401,1,2
317,2406,1,2
317,2439,1,2
317,2440,1,2
317,2443,1,2
317,2471,1,2
317,2496,1,2
317,3025,1,2
317,2596,1,2
317,2637,1,2
317,2661,1,2
317,2710,1,2
317,2726,1,2
317,2752,1,2
317,2850,1,2
317,2870,1,2
317,2965,1,2
315,4224,1,2
315,4221,1,2
315,4220,1,2
315,2945,1,2
315,2833,1,2
315,2842,1,2
315,2846,1,2
315,2848,1,2
315,2850,1,2
315,2859,1,2
315,2860,1,2
315,2865,1,2
315,2866,1,2
315,2867,1,2
315,2871,1,2
315,2875,1,2
315,2882,1,2
315,2896,1,2
315,2902,1,2
315,2915,1,2
315,2920,1,2
315,2923,1,2
315,2924,1,2
315,2931,1,2
315,2941,1,2
315,2830,1,2
315,2829,1,2
315,2823,1,2
315,2790,1,2
315,2753,1,2
315,2754,1,2
315,2756,1,2
315,2763,1,2
315,2764,1,2
315,2773,1,2
315,2783,1,2
315,2787,1,2
315,2788,1,2
315,2793,1,2
315,2821,1,2
315,2800,1,2
315,2802,1,2
315,2804,1,2
315,2807,1,2
315,2808,1,2
315,2809,1,2
315,2813,1,2
315,2815,1,2
315,2820,1,2
315,2943,1,2
315,2951,1,2
315,4219,1,2
315,2958,1,2
315,3041,1,2
315,3043,1,2
315,3046,1,2
315,3050,1,2
315,3052,1,2
315,3053,1,2
315,3054,1,2
315,3056,1,2
315,3057,1,2
315,3061,1,2
315,3063,1,2
315,3066,1,2
315,3067,1,2
315,3068,1,2
315,3069,1,2
315,3071,1,2
315,3074,1,2
315,3078,1,2
315,3079,1,2
315,3082,1,2
315,3084,1,2
315,3037,1,2
315,3033,1,2
315,3032,1,2
315,3004,1,2
315,2965,1,2
315,2966,1,2
315,2971,1,2
315,2975,1,2
315,2979,1,2
315,2989,1,2
315,2991,1,2
315,3001,1,2
315,3002,1,2
315,3006,1,2
315,3030,1,2
315,3011,1,2
315,3013,1,2
315,3016,1,2
315,3020,1,2
315,3021,1,2
315,3023,1,2
315,3024,1,2
315,3025,1,2
315,3026,1,2
315,2749,1,2
315,2748,1,2
315,2747,1,2
315,2745,1,2
315,2564,1,2
315,2566,1,2
315,2569,1,2
315,2570,1,2
315,2575,1,2
315,2577,1,2
315,2578,1,2
315,2579,1,2
315,2580,1,2
315,2581,1,2
315,2582,1,2
315,2585,1,2
315,2586,1,2
315,2587,1,2
315,2588,1,2
315,2589,1,2
315,2594,1,2
315,2595,1,2
315,2596,1,2
315,2598,1,2
315,2599,1,2
315,2562,1,2
315,2560,1,2
315,2559,1,2
315,2529,1,2
315,2507,1,2
315,2511,1,2
315,2514,1,2
315,2516,1,2
315,2520,1,2
315,2521,1,2
315,2524,1,2
315,2527,1,2
315,2528,1,2
315,2530,1,2
315,2553,1,2
315,2531,1,2
315,2533,1,2
315,2534,1,2
315,2539,1,2
315,2542,1,2
315,2544,1,2
315,2548,1,2
315,2549,1,2
315,2550,1,2
315,2600,1,2
315,2601,1,2
315,2602,1,2
315,2688,1,2
315,2653,1,2
315,2654,1,2
315,2658,1,2
315,2668,1,2
315,2669,1,2
315,2672,1,2
315,2673,1,2
315,2675,1,2
315,2681,1,2
315,2693,1,2
315,2649,1,2
315,2695,1,2
315,2698,1,2
315,2700,1,2
315,2710,1,2
315,2719,1,2
315,2734,1,2
315,2736,1,2
315,2739,1,2
315,2741,1,2
315,2650,1,2
315,2648,1,2
315,2603,1,2
315,2624,1,2
315,2604,1,2
315,2607,1,2
315,2609,1,2
315,2610,1,2
315,2613,1,2
315,2617,1,2
315,2618,1,2
315,2619,1,2
315,2620,1,2
315,2627,1,2
315,2647,1,2
315,2628,1,2
315,2629,1,2
315,2631,1,2
315,2632,1,2
315,2634,1,2
315,2637,1,2
315,2642,1,2
315,2643,1,2
315,2646,1,2
315,3088,1,2
315,3091,1,2
315,3093,1,2
315,3477,1,2
315,3593,1,2
315,3594,1,2
315,3599,1,2
315,3600,1,2
315,3601,1,2
315,3602,1,2
315,3615,1,2
315,3616,1,2
315,3617,1,2
315,3619,1,2
315,3621,1,2
315,3624,1,2
315,3630,1,2
315,3638,1,2
315,3639,1,2
315,3648,1,2
315,3665,1,2
315,3671,1,2
315,3676,1,2
315,3680,1,2
315,3683,1,2
315,3592,1,2
315,3589,1,2
315,3588,1,2
315,3541,1,2
315,3484,1,2
315,3489,1,2
315,3492,1,2
315,3494,1,2
315,3498,1,2
315,3503,1,2
315,3513,1,2
315,3539,1,2
315,3540,1,2
315,3542,1,2
315,3586,1,2
315,3543,1,2
315,3554,1,2
315,3555,1,2
315,3568,1,2
315,3571,1,2
315,3580,1,2
315,3582,1,2
315,3583,1,2
315,3584,1,2
315,3699,1,2
315,3737,1,2
315,3738,1,2
315,4074,1,2
315,3964,1,2
315,3976,1,2
315,3981,1,2
315,3986,1,2
315,4020,1,2
315,4027,1,2
315,4032,1,2
315,4054,1,2
315,4072,1,2
315,4077,1,2
315,3940,1,2
315,4107,1,2
315,4110,1,2
315,4115,1,2
315,4145,1,2
315,4155,1,2
315,4165,1,2
315,4198,1,2
315,4211,1,2
315,4216,1,2
315,3952,1,2
315,3931,1,2
315,3742,1,2
315,3831,1,2
315,3752,1,2
315,3754,1,2
315,3763,1,2
315,3777,1,2
315,3813,1,2
315,3816,1,2
315,3817,1,2
315,3818,1,2
315,3828,1,2
315,3832,1,2
315,3920,1,2
315,3836,1,2
315,3842,1,2
315,3847,1,2
315,3852,1,2
315,3881,1,2
315,3890,1,2
315,3901,1,2
315,3912,1,2
315,3916,1,2
315,3478,1,2
315,3464,1,2
315,3100,1,2
315,3463,1,2
315,3181,1,2
315,3183,1,2
315,3187,1,2
315,3188,1,2
315,3191,1,2
315,3194,1,2
315,3199,1,2
315,3201,1,2
315,3207,1,2
315,3208,1,2
315,3218,1,2
315,3219,1,2
315,3221,1,2
315,3228,1,2
315,3229,1,2
315,3230,1,2
315,3233,1,2
315,3236,1,2
315,3242,1,2
315,3248,1,2
315,3252,1,2
315,3174,1,2
315,3167,1,2
315,3163,1,2
315,3123,1,2
315,3104,1,2
315,3110,1,2
315,3112,1,2
315,3115,1,2
315,3117,1,2
315,3119,1,2
315,3120,1,2
315,3121,1,2
315,3122,1,2
315,3131,1,2
315,3157,1,2
315,3133,1,2
315,3136,1,2
315,3137,1,2
315,3140,1,2
315,3142,1,2
315,3144,1,2
315,3146,1,2
315,3147,1,2
315,3151,1,2
315,3262,1,2
315,3265,1,2
315,3268,1,2
315,3426,1,2
315,3382,1,2
315,3386,1,2
315,3391,1,2
315,3399,1,2
315,3405,1,2
315,3413,1,2
315,3415,1,2
315,3423,1,2
315,3425,1,2
315,3430,1,2
315,3377,1,2
315,3433,1,2
315,3440,1,2
315,3446,1,2
315,3447,1,2
315,3448,1,2
315,3449,1,2
315,3450,1,2
315,3461,1,2
315,3462,1,2
315,3378,1,2
315,3372,1,2
315,3272,1,2
315,3316,1,2
315,3273,1,2
315,3280,1,2
315,3290,1,2
315,3295,1,2
315,3296,1,2
315,3297,1,2
315,3298,1,2
315,3299,1,2
315,3303,1,2
315,3319,1,2
315,3363,1,2
315,3320,1,2
315,3326,1,2
315,3333,1,2
315,3335,1,2
315,3338,1,2
315,3349,1,2
315,3355,1,2
315,3359,1,2
315,3360,1,2
318,2568,1,2
318,2572,1,2
318,2579,1,2
320,2596,1,2
320,2368,1,2
320,2397,1,2
320,2405,1,2
320,2406,1,2
320,2407,1,2
320,2412,1,2
320,2426,1,2
320,2427,1,2
320,2439,1,2
320,2440,1,2
320,2459,1,2
320,2460,1,2
320,2461,1,2
320,2471,1,2
320,2499,1,2
320,2508,1,2
320,2531,1,2
320,2542,1,2
320,2562,1,2
320,2579,1,2
320,2582,1,2
320,2349,1,2
320,2348,1,2
320,2347,1,2
320,2309,1,2
320,2224,1,2
320,2232,1,2
320,2235,1,2
320,2237,1,2
320,2264,1,2
320,2269,1,2
320,2277,1,2
320,2294,1,2
320,2297,1,2
320,2311,1,2
320,2342,1,2
320,2312,1,2
320,2317,1,2
320,2319,1,2
320,2322,1,2
320,2327,1,2
320,2332,1,2
320,2333,1,2
320,2336,1,2
320,2337,1,2
320,2588,1,2
320,2601,1,2
319,3372,1,2
320,2607,1,2
320,3221,1,2
320,3298,1,2
320,3318,1,2
320,3326,1,2
320,3338,1,2
320,3372,1,2
320,3571,1,2
320,3588,1,2
320,3599,1,2
320,3617,1,2
320,3717,1,2
320,3737,1,2
320,3738,1,2
320,3763,1,2
320,3804,1,2
320,3816,1,2
320,3916,1,2
320,3956,1,2
320,4211,1,2
320,4296,1,2
320,4406,1,2
320,3188,1,2
320,3187,1,2
320,3093,1,2
320,2698,1,2
320,2617,1,2
320,2618,1,2
320,2624,1,2
320,2632,1,2
320,2646,1,2
320,2648,1,2
320,2653,1,2
320,2669,1,2
320,2695,1,2
320,2741,1,2
320,3088,1,2
320,2793,1,2
320,2804,1,2
320,2809,1,2
320,2833,1,2
320,2923,1,2
320,2945,1,2
320,2965,1,2
320,3011,1,2
320,3037,1,2
320,2221,1,2
319,7593,1,2
319,7592,1,2
319,7591,1,2
319,3635,1,2
319,3639,1,2
319,3663,1,2
319,3676,1,2
319,3737,1,2
319,3738,1,2
319,3752,1,2
319,3761,1,2
319,3763,1,2
319,3816,1,2
319,3817,1,2
319,3842,1,2
319,3866,1,2
319,3916,1,2
319,3940,1,2
319,3989,1,2
319,3991,1,2
319,4008,1,2
319,4015,1,2
319,4019,1,2
319,4074,1,2
319,3616,1,2
319,3603,1,2
319,3601,1,2
319,3503,1,2
319,3391,1,2
319,3415,1,2
319,3425,1,2
319,3433,1,2
319,3460,1,2
319,3462,1,2
319,3463,1,2
319,3478,1,2
319,3493,1,2
319,3513,1,2
319,3588,1,2
319,3514,1,2
319,3516,1,2
319,3524,1,2
319,3540,1,2
319,3541,1,2
319,3548,1,2
319,3554,1,2
319,3571,1,2
319,3586,1,2
319,4077,1,2
319,4107,1,2
319,4115,1,2
319,5803,1,2
319,5049,1,2
319,5282,1,2
319,5396,1,2
319,5503,1,2
319,5555,1,2
319,5557,1,2
319,5703,1,2
319,5704,1,2
319,5705,1,2
319,5804,1,2
319,5034,1,2
319,6144,1,2
319,6872,1,2
319,6944,1,2
319,7371,1,2
319,7407,1,2
319,7495,1,2
319,7587,1,2
319,7589,1,2
319,7590,1,2
319,5043,1,2
319,5005,1,2
319,4202,1,2
319,4444,1,2
319,4229,1,2
319,4230,1,2
319,4264,1,2
319,4296,1,2
319,4325,1,2
319,4333,1,2
319,4406,1,2
319,4411,1,2
319,4431,1,2
319,4455,1,2
319,4999,1,2
319,4476,1,2
319,4515,1,2
319,4529,1,2
319,4633,1,2
319,4634,1,2
319,4649,1,2
319,4938,1,2
319,4956,1,2
319,4994,1,2
320,4633,1,2
320,4758,1,2
320,4763,1,2
322,2243,1,2
322,2300,1,2
322,2309,1,2
322,2311,1,2
322,2319,1,2
322,2321,1,2
322,2324,1,2
322,2325,1,2
322,2330,1,2
322,2332,1,2
322,2333,1,2
322,2338,1,2
322,2339,1,2
322,2348,1,2
322,2350,1,2
322,2353,1,2
322,2354,1,2
322,2364,1,2
322,2373,1,2
322,2374,1,2
322,2378,1,2
322,2393,1,2
322,2297,1,2
322,2295,1,2
322,2292,1,2
322,2264,1,2
322,2248,1,2
322,2249,1,2
322,2252,1,2
322,2254,1,2
322,2256,1,2
322,2257,1,2
322,2259,1,2
322,2260,1,2
322,2262,1,2
322,2265,1,2
322,2291,1,2
322,2268,1,2
322,2269,1,2
322,2276,1,2
322,2277,1,2
322,2281,1,2
322,2282,1,2
322,2283,1,2
322,2284,1,2
322,2286,1,2
322,2397,1,2
322,2406,1,2
322,2410,1,2
322,2523,1,2
322,2482,1,2
322,2484,1,2
322,2490,1,2
322,2491,1,2
322,2494,1,2
322,2508,1,2
322,2510,1,2
322,2516,1,2
322,2520,1,2
322,2527,1,2
322,2480,1,2
322,2528,1,2
322,2529,1,2
322,2530,1,2
322,2539,1,2
322,2559,1,2
322,2564,1,2
322,2566,1,2
322,2573,1,2
322,2575,1,2
322,2481,1,2
322,2479,1,2
322,2424,1,2
322,2453,1,2
322,2425,1,2
322,2426,1,2
322,2427,1,2
322,2428,1,2
322,2439,1,2
322,2440,1,2
322,2442,1,2
322,2443,1,2
322,2450,1,2
322,2459,1,2
322,2476,1,2
322,2460,1,2
322,2461,1,2
322,2462,1,2
322,2463,1,2
322,2464,1,2
322,2465,1,2
322,2466,1,2
322,2469,1,2
322,2475,1,2
322,2244,1,2
322,2242,1,2
320,4764,1,2
322,2238,1,2
321,2581,1,2
321,2601,1,2
321,2603,1,2
321,2613,1,2
321,2617,1,2
321,2650,1,2
321,2672,1,2
321,2675,1,2
321,2733,1,2
321,2734,1,2
321,2736,1,2
321,2748,1,2
321,2752,1,2
321,2793,1,2
321,2802,1,2
321,2811,1,2
321,2831,1,2
321,2842,1,2
321,2882,1,2
321,2902,1,2
321,2920,1,2
321,2530,1,2
321,2467,1,2
321,2463,1,2
321,2277,1,2
320,5049,1,2
320,5523,1,2
321,2221,1,2
321,2232,1,2
321,2254,1,2
321,2264,1,2
321,2268,1,2
321,2269,1,2
321,2276,1,2
321,2291,1,2
321,2444,1,2
321,2299,1,2
321,2317,1,2
321,2319,1,2
321,2333,1,2
321,2348,1,2
321,2354,1,2
321,2406,1,2
321,2426,1,2
321,2439,1,2
321,2984,1,2
321,2989,1,2
321,2991,1,2
321,6959,1,2
321,4396,1,2
321,4649,1,2
321,4896,1,2
321,5313,1,2
321,5465,1,2
321,5912,1,2
321,5946,1,2
321,6069,1,2
321,6171,1,2
321,7264,1,2
321,4368,1,2
321,7265,1,2
322,2220,1,2
322,2221,1,2
322,2223,1,2
322,2227,1,2
322,2228,1,2
322,2232,1,2
322,2236,1,2
322,2237,1,2
321,4370,1,2
321,4363,1,2
321,3011,1,2
321,3258,1,2
321,3013,1,2
321,3025,1,2
321,3030,1,2
321,3037,1,2
321,3046,1,2
321,3078,1,2
321,3167,1,2
321,3173,1,2
321,3248,1,2
321,3267,1,2
321,4270,1,2
321,3298,1,2
321,3335,1,2
321,3383,1,2
321,3412,1,2
321,3449,1,2
321,3680,1,2
321,3738,1,2
321,3940,1,2
321,4077,1,2
319,3383,1,2
319,3360,1,2
318,2581,1,2
318,3902,1,2
318,3522,1,2
318,3541,1,2
318,3571,1,2
318,3599,1,2
318,3602,1,2
318,3605,1,2
318,3630,1,2
318,3635,1,2
318,3639,1,2
318,3657,1,2
318,3668,1,2
318,3669,1,2
318,3676,1,2
318,3682,1,2
318,3699,1,2
318,3728,1,2
318,3737,1,2
318,3738,1,2
318,3809,1,2
318,3828,1,2
318,3836,1,2
318,3513,1,2
318,3503,1,2
318,3501,1,2
318,3320,1,2
318,3255,1,2
318,3257,1,2
318,3273,1,2
318,3277,1,2
318,3291,1,2
318,3295,1,2
318,3297,1,2
318,3299,1,2
318,3304,1,2
318,3338,1,2
318,3478,1,2
318,3344,1,2
318,3363,1,2
318,3377,1,2
318,3381,1,2
318,3382,1,2
318,3391,1,2
318,3405,1,2
318,3415,1,2
318,3452,1,2
318,3858,1,2
318,3907,1,2
319,3320,1,2
318,3916,1,2
318,5043,1,2
318,5049,1,2
318,5188,1,2
318,5201,1,2
318,5468,1,2
318,5469,1,2
318,5503,1,2
318,5803,1,2
318,6190,1,2
318,6191,1,2
318,6192,1,2
318,7134,1,2
318,7135,1,2
318,7136,1,2
318,7531,1,2
318,7799,1,2
319,2220,1,2
319,2221,1,2
319,2223,1,2
319,2224,1,2
319,2227,1,2
318,4956,1,2
318,4938,1,2
318,4798,1,2
318,4230,1,2
318,3940,1,2
318,3941,1,2
318,3983,1,2
318,4008,1,2
318,4009,1,2
318,4074,1,2
318,4107,1,2
318,4158,1,2
318,4167,1,2
318,4242,1,2
318,4698,1,2
318,4249,1,2
318,4251,1,2
318,4265,1,2
318,4284,1,2
318,4318,1,2
318,4333,1,2
318,4520,1,2
318,4561,1,2
318,4612,1,2
318,3249,1,2
318,3246,1,2
318,3221,1,2
318,3192,1,2
318,2675,1,2
318,2681,1,2
318,2688,1,2
318,2693,1,2
318,2695,1,2
318,2710,1,2
318,2725,1,2
318,2727,1,2
318,2745,1,2
318,2753,1,2
318,2754,1,2
318,2773,1,2
318,2783,1,2
318,2787,1,2
318,2792,1,2
318,2800,1,2
318,2809,1,2
318,2813,1,2
318,2829,1,2
318,2831,1,2
318,2833,1,2
318,2673,1,2
318,2661,1,2
318,2653,1,2
318,2613,1,2
318,2586,1,2
318,2588,1,2
318,2596,1,2
318,2597,1,2
318,2599,1,2
318,2601,1,2
318,2603,1,2
318,2604,1,2
318,2609,1,2
318,2617,1,2
318,2650,1,2
318,2618,1,2
318,2619,1,2
318,2620,1,2
318,2627,1,2
318,2628,1,2
318,2632,1,2
318,2634,1,2
318,2637,1,2
318,2648,1,2
318,2848,1,2
318,2851,1,2
318,2867,1,2
318,3109,1,2
318,3057,1,2
318,3068,1,2
318,3074,1,2
318,3075,1,2
318,3079,1,2
318,3081,1,2
318,3082,1,2
318,3100,1,2
318,3104,1,2
318,3120,1,2
318,3043,1,2
318,3122,1,2
318,3136,1,2
318,3144,1,2
318,3146,1,2
318,3164,1,2
318,3179,1,2
318,3181,1,2
318,3182,1,2
318,3188,1,2
318,3049,1,2
318,3037,1,2
318,2871,1,2
318,2979,1,2
318,2873,1,2
318,2902,1,2
318,2905,1,2
318,2914,1,2
318,2920,1,2
318,2923,1,2
318,2924,1,2
318,2931,1,2
318,2938,1,2
318,3001,1,2
318,3033,1,2
318,3004,1,2
318,3006,1,2
318,3011,1,2
318,3013,1,2
318,3015,1,2
318,3020,1,2
318,3022,1,2
318,3025,1,2
318,3030,1,2
319,2232,1,2
319,2237,1,2
319,2240,1,2
319,2602,1,2
319,2695,1,2
319,2698,1,2
319,2710,1,2
319,2719,1,2
319,2724,1,2
319,2741,1,2
319,2745,1,2
319,2746,1,2
319,2753,1,2
319,2773,1,2
319,2787,1,2
319,2793,1,2
319,2795,1,2
319,2808,1,2
319,2809,1,2
319,2813,1,2
319,2815,1,2
319,2829,1,2
319,2830,1,2
319,2833,1,2
319,2834,1,2
319,2688,1,2
319,2681,1,2
319,2678,1,2
319,2631,1,2
319,2609,1,2
319,2613,1,2
319,2617,1,2
319,2618,1,2
319,2619,1,2
319,2620,1,2
319,2624,1,2
319,2627,1,2
319,2628,1,2
319,2632,1,2
319,2673,1,2
319,2634,1,2
319,2637,1,2
319,2646,1,2
319,2649,1,2
319,2650,1,2
319,2653,1,2
319,2654,1,2
319,2658,1,2
319,2669,1,2
319,2851,1,2
319,2920,1,2
319,2923,1,2
319,3218,1,2
319,3104,1,2
319,3119,1,2
319,3120,1,2
319,3133,1,2
319,3144,1,2
319,3146,1,2
319,3172,1,2
319,3181,1,2
319,3188,1,2
319,3221,1,2
319,3093,1,2
319,3230,1,2
319,3255,1,2
319,3264,1,2
319,3272,1,2
319,3295,1,2
319,3297,1,2
319,3298,1,2
319,3299,1,2
319,3303,1,2
319,3100,1,2
319,3091,1,2
319,2924,1,2
319,3025,1,2
319,2965,1,2
319,2991,1,2
319,3001,1,2
319,3004,1,2
319,3011,1,2
319,3017,1,2
319,3020,1,2
319,3023,1,2
319,3024,1,2
319,3030,1,2
319,3084,1,2
319,3033,1,2
319,3037,1,2
319,3039,1,2
319,3068,1,2
319,3071,1,2
319,3074,1,2
319,3078,1,2
319,3079,1,2
319,3082,1,2
319,2607,1,2
319,2601,1,2
319,2244,1,2
319,2599,1,2
319,2320,1,2
319,2322,1,2
319,2324,1,2
319,2325,1,2
319,2327,1,2
319,2332,1,2
319,2336,1,2
319,2337,1,2
319,2338,1,2
319,2342,1,2
319,2347,1,2
319,2348,1,2
319,2349,1,2
319,2364,1,2
319,2368,1,2
319,2374,1,2
319,2378,1,2
319,2396,1,2
319,2397,1,2
319,2406,1,2
319,2407,1,2
319,2319,1,2
319,2317,1,2
319,2311,1,2
